node_id,node_type,label,agora_id,casual_name,link_to_document,most_recent_activity,most_recent_activity_date,jurisdiction,parent_authority,description,document_id,segment_position,summary,non_operative,not_ai_related,source_column
segment:1684_7,Segment,Segment 7,,,,,,,,,1684,7,Allows the President to appoint up to 10 Schedule C positions; Deputy Secretary appoints 15 competitive service candidates.,false,false,
segment:1685_1,Segment,Segment 1,,,,,,,,,1685,1,Requires agencies using or overseeing algorithms to establish civil rights offices addressing algorithmic harms.,false,false,
segment:1685_2,Segment,Segment 2,,,,,,,,,1685,2,"Defines ""agency,"" ""covered agency,"" and ""covered algorithm"" concerning use and regulation of complex computational processes.",false,false,
segment:1685_3,Segment,Segment 3,,,,,,,,,1685,3,Requires each agency's civil rights office to report biennially on algorithmic bias and discrimination issues.,false,false,
segment:1687_1,Segment,Segment 1,,,,,,,,,1687,1,Cites the Act as the “Next Generation Military Education Act”.,false,false,
segment:1687_2,Segment,Segment 2,,,,,,,,,1687,2,"Amends by requiring development of AI education courses for Armed Forces, focusing on literacy and ethical use.",false,false,
segment:1687_3,Segment,Segment 3,,,,,,,,,1687,3,"Mandates military Secretaries ensure, notify, and instruct members on AI-related distance education within 180 days.",false,false,
segment:1687_4,Segment,Segment 4,,,,,,,,,1687,4,Expands participation in the Digital On-Demand Program to all Department of Defense entities and personnel.,false,false,
segment:1687_5,Segment,Segment 5,,,,,,,,,1687,5,"Defines ""artificial intelligence"" and ""Digital On-Demand Program"" as per specific legislative references.",false,false,
segment:1690_1,Segment,Segment 1,,,,,,,,,1690,1,"Establishes the Data Protection Agency through the ""Data Protection Act of 2024"".",false,false,
segment:1690_2,Segment,Segment 2,,,,,,,,,1690,2,"Defines ""Agency"" as the Data Protection Agency; establishes terms for anonymized data, biometric information, and others.",false,false,
segment:1690_3,Segment,Segment 3,,,,,,,,,1690,3,"Defines ""Federal privacy law"" as encompassing specified acts, regulations, and amendments related to personal data protection.",false,false,
segment:1690_4,Segment,Segment 4,,,,,,,,,1690,4,"Defines ""individual"" as a natural person, and ""person"" includes entities and organizations acting jointly.",false,false,
segment:1690_5,Segment,Segment 5,,,,,,,,,1690,5,Establishes the Data Protection Agency to regulate high-risk data practices; director appointed by the President.,false,false,
segment:1690_6,Segment,Segment 6,,,,,,,,,1690,6,"Defines Director term details, removal conditions, vacancy process, service restrictions, office locations, and applicable laws.",false,false,
segment:1690_7,Segment,Segment 7,,,,,,,,,1690,7,"Authorizes the Director to manage and delegate executive, administrative, and operational functions within the Agency.",false,false,
segment:1690_8,Segment,Segment 8,,,,,,,,,1690,8,Ensures functional units perform tasks; prohibits unauthorized reorganization. Protects agency's legislative autonomy from external approval.,false,false,
segment:1690_9,Segment,Segment 9,,,,,,,,,1690,9,"Allows the Director to appoint Agency employees, waive certain requirements, and ensure staffing and compensation standards.",false,false,
segment:1690_10,Segment,Segment 10,,,,,,,,,1690,10,Establishes an Office of Civil Rights and a research unit to oversee and analyze personal data practices.,false,false,
segment:1690_11,Segment,Segment 11,,,,,,,,,1690,11,Establishes a unit for centralized complaint tracking and appoints an ombudsman for confidentiality and liaison duties.,false,false,
segment:1690_12,Segment,Segment 12,,,,,,,,,1690,12,Requires coordination with federal and state agencies to ensure consistent personal data regulatory treatment.,false,false,
segment:1690_13,Segment,Segment 13,,,,,,,,,1690,13,"Mandates semi-annual hearings and reports on privacy, rules, complaints, actions, and diversity efforts.",false,false,
segment:1690_14,Segment,Segment 14,,,,,,,,,1690,14,"Authorizes the Director to collect fees from large data aggregators, establishes the Data Protection Agency Fund.",false,false,
segment:1690_15,Segment,Segment 15,,,,,,,,,1690,15,"Makes funds available for agency use, specifies non-government fund status, and excludes fund amounts from apportionment.",false,false,
segment:1690_16,Segment,Segment 16,,,,,,,,,1690,16,"Seeks to protect privacy, prevent discrimination, and limit personal data collection, processing, and sharing.",false,false,
segment:1690_17,Segment,Segment 17,,,,,,,,,1690,17,"Provides leadership, coordinates enforcement, oversees assessments, and protects privacy, civil rights, and data standards.",false,false,
segment:1690_18,Segment,Segment 18,,,,,,,,,1690,18,"Authorizes the Agency to administer, enforce, and implement this Act using rulemaking, orders, and guidance.",false,false,
segment:1690_19,Segment,Segment 19,,,,,,,,,1690,19,Defines large data aggregators; requires Agency oversight; maintains public list; reviews data privacy impacts of mergers.,false,false,
segment:1690_20,Segment,Segment 20,,,,,,,,,1690,20,"Prohibits illegal, deceptive, abusive, discriminatory acts by data aggregators, service providers, and re-identification of anonymized data.",false,false,
segment:1690_21,Segment,Segment 21,,,,,,,,,1690,21,"Defines enforcement powers, requires joint agency investigations, authorizes subpoenas, and penalizes subpoena noncompliance through contempt.",false,false,
segment:1690_22,Segment,Segment 22,,,,,,,,,1690,22,"Empowers the Agency to issue civil investigative demands for documents, tangible things, reports, or testimony.",false,false,
segment:1690_23,Segment,Segment 23,,,,,,,,,1690,23,"Specifies service methods, demands sworn production, requires separate sworn answers, administers under oath, transcribes, and restricts parties.",false,false,
segment:1690_24,Segment,Segment 24,,,,,,,,,1690,24,"Allows attorney representation during civil investigative oral testimony, with rights to advise, object, and accompany witnesses.",false,false,
segment:1690_25,Segment,Segment 25,,,,,,,,,1690,25,"Requires confidentiality for materials from civil investigative demands, but allows disclosure to Congress with prior notice.",false,false,
segment:1690_26,Segment,Segment 26,,,,,,,,,1690,26,Allows filing petitions for custodian compliance orders; grants courts jurisdiction and permits appeals of final orders.,false,false,
segment:1690_27,Segment,Segment 27,,,,,,,,,1690,27,Authorizes the Agency to conduct hearings and issue cease-and-desist orders for federal privacy law violations.,false,false,
segment:1690_28,Segment,Segment 28,,,,,,,,,1690,28,Allows the Agency to issue temporary cease-and-desist orders for insolvency or incomplete records issues.,false,false,
segment:1690_29,Segment,Segment 29,,,,,,,,,1690,29,Allows the Agency to seek court enforcement of orders; restricts other courts from altering orders. Prescribes procedural rules.,false,false,
segment:1690_30,Segment,Segment 30,,,,,,,,,1690,30,"Empowers the Agency to enforce regulations, coordinate with Attorney General, and initiate civil actions within five years.",false,false,
segment:1690_31,Segment,Segment 31,,,,,,,,,1690,31,Grants jurisdiction to provide legal relief; imposes penalties for violations; allows cost recovery for prevailing agencies.,false,false,
segment:1690_32,Segment,Segment 32,,,,,,,,,1690,32,Allows the Agency to modify penalties and mandates notice and hearing before assessing civil penalties.,false,false,
segment:1690_33,Segment,Segment 33,,,,,,,,,1690,33,"Transfers the Federal Trade Commission's authority on privacy laws to a new Agency, excluding employee transfers.",false,false,
segment:1690_34,Segment,Segment 34,,,,,,,,,1690,34,Authorizes appropriations for the Agency. Maintains compliance with state laws unless inconsistent. Preserves state enforcement powers.,false,false,
segment:1690_35,Segment,Segment 35,,,,,,,,,1690,35,Amends the Inspector General Act to include the Director of the Data Protection Agency.,false,false,
segment:1714_1,Segment,Segment 1,,,,,,,,,1714,1,Appropriates funds from the general fund to the state board of regents for FY2024-2025.,false,false,
segment:1714_2,Segment,Segment 2,,,,,,,,,1714,2,"Requires submission of quarterly financial reports, prohibits police budget cuts, and allocates funds for entrepreneurship centers.",false,false,
segment:1714_3,Segment,Segment 3,,,,,,,,,1714,3,"Allocates funds for salaries, support, maintenance, and various programs, detailing full-time equivalent positions and amounts.",false,false,
segment:1714_4,Segment,Segment 4,,,,,,,,,1714,4,"Allocates $2,800,000 for expanding STEM programs and fostering innovation in high-demand technology areas.",false,false,
segment:1714_5,Segment,Segment 5,,,,,,,,,1714,5,"Allocates $101.9M and 1,250.28 FTEs for salaries, support, and maintenance at University of Northern Iowa.",false,false,
segment:1715_1,Segment,Segment 1,,,,,,,,,1715,1,"Reappropriates $53,478,000 to fund higher education expenses, including AI and tech initiatives, through June 2024.",false,false,
